row,Peak.Nr,Identifier1,Identifier2,type,Analysis,rArea44,Area44,d13Craw,d18Oraw,Date,Time,mass
39,13,MB140527.CR.SPT.35cm.CN,,sample,5181,20197,20.197,-3.495,31.205,6/28/17,,164
39,14,MB140527.CR.SPT.35cm.CN,,sample,5181,19428,19.428,-3.464,31.162,6/28/17,,164
39,15,MB140527.CR.SPT.35cm.CN,,sample,5181,18663,18.663,-3.461,31.177,6/28/17,,164
40,1,MB140527.CR.SPT.75cm.CN,,sample,5182,95478,95.478,-11.147,34.244,6/28/17,,197
40,2,MB140527.CR.SPT.75cm.CN,,sample,5182,95902,95.902,-11.156,34.192,6/28/17,,197
40,3,MB140527.CR.SPT.75cm.CN,,sample,5182,95852,95.852,-11.185,34.212,6/28/17,,197
40,4,MB140527.CR.SPT.75cm.CN,,sample,5182,95926,95.926,-11.19,34.194,6/28/17,,197
40,5,MB140527.CR.SPT.75cm.CN,,sample,5182,8192,8.192,-3.035,33.479,6/28/17,,197
40,6,MB140527.CR.SPT.75cm.CN,,sample,5182,38599,38.599,-3.298,32.015,6/28/17,,197
40,7,MB140527.CR.SPT.75cm.CN,,sample,5182,37381,37.381,-3.257,32.022,6/28/17,,197
40,8,MB140527.CR.SPT.75cm.CN,,sample,5182,35982,35.982,-3.261,32.069,6/28/17,,197
40,9,MB140527.CR.SPT.75cm.CN,,sample,5182,34528,34.528,-3.265,32.036,6/28/17,,197
40,10,MB140527.CR.SPT.75cm.CN,,sample,5182,33248,33.248,-3.292,31.991,6/28/17,,197
40,11,MB140527.CR.SPT.75cm.CN,,sample,5182,31933,31.933,-3.216,31.99,6/28/17,,197
40,12,MB140527.CR.SPT.75cm.CN,,sample,5182,30715,30.715,-3.266,31.984,6/28/17,,197
40,13,MB140527.CR.SPT.75cm.CN,,sample,5182,29526,29.526,-3.256,32.022,6/28/17,,197
40,14,MB140527.CR.SPT.75cm.CN,,sample,5182,28401,28.401,-3.198,31.893,6/28/17,,197
40,15,MB140527.CR.SPT.75cm.CN,,sample,5182,27289,27.289,-3.24,31.939,6/28/17,,197
41,1,MB140607.RR3.100.002.CN,,sample,5183,95555,95.555,-11.136,34.245,6/28/17,,788
41,2,MB140607.RR3.100.002.CN,,sample,5183,95643,95.643,-11.156,34.192,6/28/17,,788
41,3,MB140607.RR3.100.002.CN,,sample,5183,95766,95.766,-11.178,34.208,6/28/17,,788
41,4,MB140607.RR3.100.002.CN,,sample,5183,95799,95.799,-11.171,34.19,6/28/17,,788
41,5,MB140607.RR3.100.002.CN,,sample,5183,13513,13.513,-0.476,34.769,6/28/17,,788
41,6,MB140607.RR3.100.002.CN,,sample,5183,64089,64.089,-0.676,34.042,6/28/17,,788
41,7,MB140607.RR3.100.002.CN,,sample,5183,61990,61.99,-0.687,34.033,6/28/17,,788
41,8,MB140607.RR3.100.002.CN,,sample,5183,59795,59.795,-0.715,34.019,6/28/17,,788
41,9,MB140607.RR3.100.002.CN,,sample,5183,57496,57.496,-0.696,33.975,6/28/17,,788
41,10,MB140607.RR3.100.002.CN,,sample,5183,55313,55.313,-0.657,33.943,6/28/17,,788
41,11,MB140607.RR3.100.002.CN,,sample,5183,53176,53.176,-0.682,33.939,6/28/17,,788
41,12,MB140607.RR3.100.002.CN,,sample,5183,51016,51.016,-0.629,33.943,6/28/17,,788
41,13,MB140607.RR3.100.002.CN,,sample,5183,48953,48.953,-0.65,33.97,6/28/17,,788
41,14,MB140607.RR3.100.002.CN,,sample,5183,46941,46.941,-0.653,33.931,6/28/17,,788
41,15,MB140607.RR3.100.002.CN,,sample,5183,45038,45.038,-0.61,33.906,6/28/17,,788
42,1,MB140607.RR3SP.020.003.CN,,sample,5184,95513,95.513,-11.171,34.206,6/28/17,,4689
42,2,MB140607.RR3SP.020.003.CN,,sample,5184,96051,96.051,-11.156,34.192,6/28/17,,4689
42,3,MB140607.RR3SP.020.003.CN,,sample,5184,95569,95.569,-11.183,34.189,6/28/17,,4689
42,4,MB140607.RR3SP.020.003.CN,,sample,5184,95738,95.738,-11.183,34.191,6/28/17,,4689
42,5,MB140607.RR3SP.020.003.CN,,sample,5184,2368,2.368,-0.058,38.377,6/28/17,,4689
42,6,MB140607.RR3SP.020.003.CN,,sample,5184,11168,11.168,-0.725,31.207,6/28/17,,4689
42,7,MB140607.RR3SP.020.003.CN,,sample,5184,10809,10.809,-0.717,31.249,6/28/17,,4689
42,8,MB140607.RR3SP.020.003.CN,,sample,5184,10423,10.423,-0.713,31.203,6/28/17,,4689
42,9,MB140607.RR3SP.020.003.CN,,sample,5184,10030,10.03,-0.868,31.084,6/28/17,,4689
42,10,MB140607.RR3SP.020.003.CN,,sample,5184,9642,9.642,-0.788,30.966,6/28/17,,4689
42,11,MB140607.RR3SP.020.003.CN,,sample,5184,9257,9.257,-0.655,30.908,6/28/17,,4689
42,12,MB140607.RR3SP.020.003.CN,,sample,5184,8890,8.89,-0.823,31.024,6/28/17,,4689
42,13,MB140607.RR3SP.020.003.CN,,sample,5184,8551,8.551,-0.688,31.006,6/28/17,,4689
42,14,MB140607.RR3SP.020.003.CN,,sample,5184,8210,8.21,-0.722,30.903,6/28/17,,4689
42,15,MB140607.RR3SP.020.003.CN,,sample,5184,7876,7.876,-0.751,31.01,6/28/17,,4689
43,1,MB140607.RR3SP.052.001.CN,,sample,5185,95431,95.431,-11.135,34.212,6/28/17,,3844
43,2,MB140607.RR3SP.052.001.CN,,sample,5185,95803,95.803,-11.156,34.192,6/28/17,,3844
43,3,MB140607.RR3SP.052.001.CN,,sample,5185,95791,95.791,-11.194,34.17,6/28/17,,3844
43,4,MB140607.RR3SP.052.001.CN,,sample,5185,95667,95.667,-11.2,34.167,6/28/17,,3844
43,5,MB140607.RR3SP.052.001.CN,,sample,5185,6396,6.396,0.073,35.41,6/28/17,,3844
43,6,MB140607.RR3SP.052.001.CN,,sample,5185,29201,29.201,-0.145,33.933,6/28/17,,3844
43,7,MB140607.RR3SP.052.001.CN,,sample,5185,28247,28.247,-0.175,33.975,6/28/17,,3844
43,8,MB140607.RR3SP.052.001.CN,,sample,5185,27232,27.232,-0.194,33.919,6/28/17,,3844
43,9,MB140607.RR3SP.052.001.CN,,sample,5185,26164,26.164,-0.125,33.915,6/28/17,,3844
43,10,MB140607.RR3SP.052.001.CN,,sample,5185,25139,25.139,-0.176,33.955,6/28/17,,3844
43,11,MB140607.RR3SP.052.001.CN,,sample,5185,24119,24.119,-0.084,33.944,6/28/17,,3844
43,12,MB140607.RR3SP.052.001.CN,,sample,5185,23158,23.158,-0.154,33.896,6/28/17,,3844
43,13,MB140607.RR3SP.052.001.CN,,sample,5185,22259,22.259,-0.163,33.835,6/28/17,,3844
43,14,MB140607.RR3SP.052.001.CN,,sample,5185,21350,21.35,-0.143,33.963,6/28/17,,3844
43,15,MB140607.RR3SP.052.001.CN,,sample,5185,20515,20.515,-0.11,33.884,6/28/17,,3844
44,1,HIS,,drift.std,5186,95392,95.392,-11.149,34.2,6/28/17,,93
44,2,HIS,,drift.std,5186,95762,95.762,-11.156,34.192,6/28/17,,93
44,3,HIS,,drift.std,5186,95744,95.744,-11.155,34.184,6/28/17,,93
44,4,HIS,,drift.std,5186,95780,95.78,-11.171,34.157,6/28/17,,93
44,5,HIS,,drift.std,5186,5382,5.382,-4.242,23.911,6/28/17,,93
44,6,HIS,,drift.std,5186,25271,25.271,-4.624,20.215,6/28/17,,93
44,7,HIS,,drift.std,5186,24524,24.524,-4.602,20.247,6/28/17,,93
44,8,HIS,,drift.std,5186,23638,23.638,-4.592,20.299,6/28/17,,93
44,9,HIS,,drift.std,5186,22754,22.754,-4.69,20.222,6/28/17,,93
44,10,HIS,,drift.std,5186,21865,21.865,-4.665,20.196,6/28/17,,93
44,11,HIS,,drift.std,5186,21008,21.008,-4.623,20.159,6/28/17,,93
44,12,HIS,,drift.std,5186,20194,20.194,-4.605,20.162,6/28/17,,93
44,13,HIS,,drift.std,5186,19385,19.385,-4.696,20.134,6/28/17,,93
44,14,HIS,,drift.std,5186,18637,18.637,-4.638,20.124,6/28/17,,93
44,15,HIS,,drift.std,5186,17872,17.872,-4.614,20.233,6/28/17,,93
45,1,CU YULE,,mon.std,5187,95676,95.676,-11.14,34.203,6/28/17,,90
45,2,CU YULE,,mon.std,5187,95989,95.989,-11.156,34.192,6/28/17,,90
45,3,CU YULE,,mon.std,5187,95784,95.784,-11.155,34.145,6/28/17,,90
45,4,CU YULE,,mon.std,5187,95987,95.987,-11.192,34.129,6/28/17,,90
45,5,CU YULE,,mon.std,5187,5182,5.182,-2.536,38.863,6/28/17,,90
45,6,CU YULE,,mon.std,5187,25187,25.187,-2.906,32.813,6/28/17,,90
45,7,CU YULE,,mon.std,5187,24431,24.431,-2.98,32.851,6/28/17,,90
45,8,CU YULE,,mon.std,5187,23552,23.552,-3.022,32.803,6/28/17,,90
45,9,CU YULE,,mon.std,5187,22665,22.665,-2.975,32.817,6/28/17,,90
45,10,CU YULE,,mon.std,5187,21809,21.809,-2.977,32.826,6/28/17,,90
45,11,CU YULE,,mon.std,5187,20941,20.941,-2.995,32.827,6/28/17,,90
45,12,CU YULE,,mon.std,5187,20127,20.127,-2.92,32.83,6/28/17,,90
45,13,CU YULE,,mon.std,5187,19316,19.316,-2.957,32.85,6/28/17,,90
45,14,CU YULE,,mon.std,5187,18560,18.56,-2.972,32.804,6/28/17,,90
45,15,CU YULE,,mon.std,5187,17839,17.839,-2.925,32.761,6/28/17,,90
46,1,HN-94-6B (D) #1,,sample,5188,95652,95.652,-11.143,34.205,6/28/17,,109
46,2,HN-94-6B (D) #1,,sample,5188,95887,95.887,-11.156,34.192,6/28/17,,109
46,3,HN-94-6B (D) #1,,sample,5188,95870,95.87,-11.194,34.177,6/28/17,,109
46,4,HN-94-6B (D) #1,,sample,5188,95949,95.949,-11.195,34.198,6/28/17,,109
46,5,HN-94-6B (D) #1,,sample,5188,4784,4.784,-8.791,24.64,6/28/17,,109
46,6,HN-94-6B (D) #1,,sample,5188,23476,23.476,-8.977,23.376,6/28/17,,109
46,7,HN-94-6B (D) #1,,sample,5188,22726,22.726,-9.007,23.35,6/28/17,,109
46,8,HN-94-6B (D) #1,,sample,5188,21888,21.888,-9.034,23.355,6/28/17,,109
46,9,HN-94-6B (D) #1,,sample,5188,21059,21.059,-9.248,23.211,6/28/17,,109
46,10,HN-94-6B (D) #1,,sample,5188,20235,20.235,-9.144,23.196,6/28/17,,109
46,11,HN-94-6B (D) #1,,sample,5188,19423,19.423,-9.159,23.217,6/28/17,,109
46,12,HN-94-6B (D) #1,,sample,5188,18636,18.636,-9.069,23.293,6/28/17,,109
46,13,HN-94-6B (D) #1,,sample,5188,17903,17.903,-9.096,23.233,6/28/17,,109
46,14,HN-94-6B (D) #1,,sample,5188,17215,17.215,-9.1,23.181,6/28/17,,109
46,15,HN-94-6B (D) #1,,sample,5188,16531,16.531,-9.035,23.154,6/28/17,,109
47,1,HN-94-6B (D) #2,,sample,5189,95577,95.577,-11.154,34.202,6/28/17,,102
47,2,HN-94-6B (D) #2,,sample,5189,95920,95.92,-11.156,34.192,6/28/17,,102
47,3,HN-94-6B (D) #2,,sample,5189,95914,95.914,-11.161,34.19,6/28/17,,102
47,4,HN-94-6B (D) #2,,sample,5189,95812,95.812,-11.179,34.172,6/28/17,,102
47,5,HN-94-6B (D) #2,,sample,5189,4403,4.403,-10.184,24.612,6/28/17,,102
47,6,HN-94-6B (D) #2,,sample,5189,20953,20.953,-10.483,23.197,6/28/17,,102
47,7,HN-94-6B (D) #2,,sample,5189,20282,20.282,-10.463,23.205,6/28/17,,102
47,8,HN-94-6B (D) #2,,sample,5189,19527,19.527,-10.413,23.289,6/28/17,,102
47,9,HN-94-6B (D) #2,,sample,5189,18798,18.798,-10.822,22.777,6/28/17,,102
47,10,HN-94-6B (D) #2,,sample,5189,18042,18.042,-10.747,22.817,6/28/17,,102
47,11,HN-94-6B (D) #2,,sample,5189,17336,17.336,-10.73,22.824,6/28/17,,102
47,12,HN-94-6B (D) #2,,sample,5189,16620,16.62,-10.718,22.717,6/28/17,,102
47,13,HN-94-6B (D) #2,,sample,5189,15948,15.948,-10.692,22.725,6/28/17,,102
47,14,HN-94-6B (D) #2,,sample,5189,15333,15.333,-10.704,22.742,6/28/17,,102
47,15,HN-94-6B (D) #2,,sample,5189,14727,14.727,-10.699,22.721,6/28/17,,102
48,1,HN-94-6B (D) #3,,sample,5190,95580,95.58,-11.134,34.216,6/28/17,,100
48,2,HN-94-6B (D) #3,,sample,5190,96056,96.056,-11.156,34.192,6/28/17,,100
48,3,HN-94-6B (D) #3,,sample,5190,96143,96.143,-11.169,34.185,6/28/17,,100
48,4,HN-94-6B (D) #3,,sample,5190,96208,96.208,-11.169,34.162,6/28/17,,100
48,5,HN-94-6B (D) #3,,sample,5190,4993,4.993,-9.963,25.096,6/28/17,,100
48,6,HN-94-6B (D) #3,,sample,5190,22916,22.916,-10.249,24.211,6/28/17,,100
48,7,HN-94-6B (D) #3,,sample,5190,22168,22.168,-10.18,24.256,6/28/17,,100
48,8,HN-94-6B (D) #3,,sample,5190,21402,21.402,-10.147,24.243,6/28/17,,100
48,9,HN-94-6B (D) #3,,sample,5190,20549,20.549,-10.315,24.053,6/28/17,,100
48,10,HN-94-6B (D) #3,,sample,5190,19769,19.769,-10.278,24.139,6/28/17,,100
48,11,HN-94-6B (D) #3,,sample,5190,18993,18.993,-10.224,24.083,6/28/17,,100
48,12,HN-94-6B (D) #3,,sample,5190,18266,18.266,-10.226,24.051,6/28/17,,100
48,13,HN-94-6B (D) #3,,sample,5190,17555,17.555,-10.209,24.031,6/28/17,,100
48,14,HN-94-6B (D) #3,,sample,5190,16871,16.871,-10.235,24.032,6/28/17,,100
48,15,HN-94-6B (D) #3,,sample,5190,16188,16.188,-10.143,24.203,6/28/17,,100
49,1,HN-94-6B (C) #1,,sample,5191,95746,95.746,-11.146,34.227,6/29/17,,124
49,2,HN-94-6B (C) #1,,sample,5191,96087,96.087,-11.156,34.192,6/29/17,,124
49,3,HN-94-6B (C) #1,,sample,5191,96188,96.188,-11.169,34.214,6/29/17,,124
49,4,HN-94-6B (C) #1,,sample,5191,96308,96.308,-11.159,34.195,6/29/17,,124
49,5,HN-94-6B (C) #1,,sample,5191,5051,5.051,-8.95,24.239,6/29/17,,124
49,6,HN-94-6B (C) #1,,sample,5191,23545,23.545,-9.223,23.086,6/29/17,,124
49,7,HN-94-6B (C) #1,,sample,5191,22795,22.795,-9.244,23.016,6/29/17,,124
49,8,HN-94-6B (C) #1,,sample,5191,21939,21.939,-9.264,23.219,6/29/17,,124
49,9,HN-94-6B (C) #1,,sample,5191,21086,21.086,-9.338,22.865,6/29/17,,124
49,10,HN-94-6B (C) #1,,sample,5191,20229,20.229,-9.372,22.9,6/29/17,,124
49,11,HN-94-6B (C) #1,,sample,5191,19440,19.44,-9.395,22.841,6/29/17,,124
49,12,HN-94-6B (C) #1,,sample,5191,18670,18.67,-9.332,22.887,6/29/17,,124
49,13,HN-94-6B (C) #1,,sample,5191,17963,17.963,-9.399,22.877,6/29/17,,124
49,14,HN-94-6B (C) #1,,sample,5191,17272,17.272,-9.333,22.803,6/29/17,,124
49,15,HN-94-6B (C) #1,,sample,5191,16602,16.602,-9.439,22.794,6/29/17,,124
50,1,HN-94-6B (C) #2,,sample,5192,95834,95.834,-11.112,34.213,6/29/17,,100
50,2,HN-94-6B (C) #2,,sample,5192,96184,96.184,-11.156,34.192,6/29/17,,100
50,3,HN-94-6B (C) #2,,sample,5192,96133,96.133,-11.146,34.2,6/29/17,,100
50,4,HN-94-6B (C) #2,,sample,5192,96252,96.252,-11.141,34.2,6/29/17,,100
50,5,HN-94-6B (C) #2,,sample,5192,5197,5.197,-8.859,24.745,6/29/17,,100
50,6,HN-94-6B (C) #2,,sample,5192,24459,24.459,-8.969,23.836,6/29/17,,100
50,7,HN-94-6B (C) #2,,sample,5192,23653,23.653,-8.991,23.879,6/29/17,,100
50,8,HN-94-6B (C) #2,,sample,5192,22820,22.82,-8.936,23.802,6/29/17,,100
50,9,HN-94-6B (C) #2,,sample,5192,21928,21.928,-8.991,23.837,6/29/17,,100
50,10,HN-94-6B (C) #2,,sample,5192,21047,21.047,-8.997,23.814,6/29/17,,100
50,11,HN-94-6B (C) #2,,sample,5192,20230,20.23,-8.983,23.825,6/29/17,,100
50,12,HN-94-6B (C) #2,,sample,5192,19411,19.411,-9,23.849,6/29/17,,100
50,13,HN-94-6B (C) #2,,sample,5192,18657,18.657,-8.91,23.806,6/29/17,,100
50,14,HN-94-6B (C) #2,,sample,5192,17924,17.924,-9,23.802,6/29/17,,100
50,15,HN-94-6B (C) #2,,sample,5192,17223,17.223,-8.937,23.802,6/29/17,,100
51,1,HIS,,drift.std,5193,95711,95.711,-11.137,34.172,6/29/17,,94
51,2,HIS,,drift.std,5193,96075,96.075,-11.156,34.192,6/29/17,,94
51,3,HIS,,drift.std,5193,95794,95.794,-11.143,34.195,6/29/17,,94
51,4,HIS,,drift.std,5193,95844,95.844,-11.178,34.154,6/29/17,,94
51,5,HIS,,drift.std,5193,5148,5.148,-4.357,22.234,6/29/17,,94
51,6,HIS,,drift.std,5193,24173,24.173,-4.694,20.568,6/29/17,,94
51,7,HIS,,drift.std,5193,23371,23.371,-4.665,20.631,6/29/17,,94
51,8,HIS,,drift.std,5193,22518,22.518,-4.707,20.59,6/29/17,,94
51,9,HIS,,drift.std,5193,21659,21.659,-4.699,20.495,6/29/17,,94
51,10,HIS,,drift.std,5193,20841,20.841,-4.7,20.517,6/29/17,,94
51,11,HIS,,drift.std,5193,20029,20.029,-4.686,20.525,6/29/17,,94
51,12,HIS,,drift.std,5193,19251,19.251,-4.645,20.528,6/29/17,,94
51,13,HIS,,drift.std,5193,18505,18.505,-4.689,20.548,6/29/17,,94
51,14,HIS,,drift.std,5193,17767,17.767,-4.762,20.553,6/29/17,,94
51,15,HIS,,drift.std,5193,17068,17.068,-4.695,20.485,6/29/17,,94
52,1,CU YULE,,mon.std,5194,95611,95.611,-11.147,34.21,6/29/17,,90
52,2,CU YULE,,mon.std,5194,95920,95.92,-11.156,34.192,6/29/17,,90
52,3,CU YULE,,mon.std,5194,95896,95.896,-11.166,34.192,6/29/17,,90
52,4,CU YULE,,mon.std,5194,96036,96.036,-11.163,34.174,6/29/17,,90
52,5,CU YULE,,mon.std,5194,5157,5.157,-2.462,35.297,6/29/17,,90
52,6,CU YULE,,mon.std,5194,24496,24.496,-2.76,32.953,6/29/17,,90
52,7,CU YULE,,mon.std,5194,23661,23.661,-2.764,32.975,6/29/17,,90
52,8,CU YULE,,mon.std,5194,22773,22.773,-2.818,32.959,6/29/17,,90
52,9,CU YULE,,mon.std,5194,21883,21.883,-2.771,32.936,6/29/17,,90
52,10,CU YULE,,mon.std,5194,21037,21.037,-2.798,32.937,6/29/17,,90
52,11,CU YULE,,mon.std,5194,20231,20.231,-2.788,32.931,6/29/17,,90
52,12,CU YULE,,mon.std,5194,19487,19.487,-2.761,32.975,6/29/17,,90
52,13,CU YULE,,mon.std,5194,18718,18.718,-2.739,32.997,6/29/17,,90
52,14,CU YULE,,mon.std,5194,17996,17.996,-2.744,33.023,6/29/17,,90
52,15,CU YULE,,mon.std,5194,17320,17.32,-2.647,32.841,6/29/17,,90
53,1,HN-94-6B (C) #3,,sample,5195,95718,95.718,-11.124,34.219,6/29/17,,106
53,2,HN-94-6B (C) #3,,sample,5195,96048,96.048,-11.156,34.192,6/29/17,,106
53,3,HN-94-6B (C) #3,,sample,5195,95931,95.931,-11.158,34.16,6/29/17,,106
53,4,HN-94-6B (C) #3,,sample,5195,96295,96.295,-11.178,34.159,6/29/17,,106
53,5,HN-94-6B (C) #3,,sample,5195,5842,5.842,-12.07,23.152,6/29/17,,106
53,6,HN-94-6B (C) #3,,sample,5195,28375,28.375,-12.257,21.994,6/29/17,,106
53,7,HN-94-6B (C) #3,,sample,5195,27431,27.431,-12.248,21.929,6/29/17,,106
53,8,HN-94-6B (C) #3,,sample,5195,26445,26.445,-12.214,21.975,6/29/17,,106
53,9,HN-94-6B (C) #3,,sample,5195,25426,25.426,-12.327,21.846,6/29/17,,106
53,10,HN-94-6B (C) #3,,sample,5195,24397,24.397,-12.288,21.805,6/29/17,,106
53,11,HN-94-6B (C) #3,,sample,5195,23438,23.438,-12.315,21.757,6/29/17,,106
53,12,HN-94-6B (C) #3,,sample,5195,22549,22.549,-12.261,21.828,6/29/17,,106
53,13,HN-94-6B (C) #3,,sample,5195,21666,21.666,-12.262,21.852,6/29/17,,106
53,14,HN-94-6B (C) #3,,sample,5195,20809,20.809,-12.227,21.78,6/29/17,,106
53,15,HN-94-6B (C) #3,,sample,5195,20014,20.014,-12.26,21.742,6/29/17,,106
54,1,HN-94-6B (C) #4,,sample,5196,95490,95.49,-11.144,34.2,6/29/17,,117
54,2,HN-94-6B (C) #4,,sample,5196,96126,96.126,-11.156,34.192,6/29/17,,117
54,3,HN-94-6B (C) #4,,sample,5196,96068,96.068,-11.167,34.149,6/29/17,,117
54,4,HN-94-6B (C) #4,,sample,5196,96075,96.075,-11.169,34.188,6/29/17,,117
54,5,HN-94-6B (C) #4,,sample,5196,5549,5.549,-8.755,24.836,6/29/17,,117
54,6,HN-94-6B (C) #4,,sample,5196,26414,26.414,-9.197,23.021,6/29/17,,117
54,7,HN-94-6B (C) #4,,sample,5196,25526,25.526,-9.155,23.004,6/29/17,,117
54,8,HN-94-6B (C) #4,,sample,5196,24608,24.608,-9.138,23.06,6/29/17,,117
54,9,HN-94-6B (C) #4,,sample,5196,23659,23.659,-9.249,22.841,6/29/17,,117
54,10,HN-94-6B (C) #4,,sample,5196,22705,22.705,-9.229,22.876,6/29/17,,117
54,11,HN-94-6B (C) #4,,sample,5196,21795,21.795,-9.202,22.844,6/29/17,,117
54,12,HN-94-6B (C) #4,,sample,5196,20986,20.986,-9.213,22.927,6/29/17,,117
54,13,HN-94-6B (C) #4,,sample,5196,20162,20.162,-9.207,22.922,6/29/17,,117
54,14,HN-94-6B (C) #4,,sample,5196,19371,19.371,-9.177,22.745,6/29/17,,117
54,15,HN-94-6B (C) #4,,sample,5196,18625,18.625,-9.171,22.795,6/29/17,,117
55,1,HN-94-6B (C) #5,,sample,5197,95818,95.818,-11.134,34.22,6/29/17,,100
55,2,HN-94-6B (C) #5,,sample,5197,95948,95.948,-11.156,34.192,6/29/17,,100
55,3,HN-94-6B (C) #5,,sample,5197,95961,95.961,-11.165,34.199,6/29/17,,100
55,4,HN-94-6B (C) #5,,sample,5197,96000,96,-11.186,34.239,6/29/17,,100
55,5,HN-94-6B (C) #5,,sample,5197,5335,5.335,-11.765,23.301,6/29/17,,100
55,6,HN-94-6B (C) #5,,sample,5197,25660,25.66,-11.98,21.968,6/29/17,,100
55,7,HN-94-6B (C) #5,,sample,5197,24847,24.847,-11.959,21.976,6/29/17,,100
55,8,HN-94-6B (C) #5,,sample,5197,23948,23.948,-11.986,22.005,6/29/17,,100
55,9,HN-94-6B (C) #5,,sample,5197,23012,23.012,-11.951,21.871,6/29/17,,100
55,10,HN-94-6B (C) #5,,sample,5197,22120,22.12,-11.988,21.91,6/29/17,,100
55,11,HN-94-6B (C) #5,,sample,5197,21220,21.22,-11.981,21.935,6/29/17,,100
55,12,HN-94-6B (C) #5,,sample,5197,20420,20.42,-12.015,21.993,6/29/17,,100
55,13,HN-94-6B (C) #5,,sample,5197,19619,19.619,-11.949,21.923,6/29/17,,100
55,14,HN-94-6B (C) #5,,sample,5197,18861,18.861,-11.98,21.908,6/29/17,,100
55,15,HN-94-6B (C) #5,,sample,5197,18114,18.114,-11.956,21.805,6/29/17,,100
56,1,HN-94-6B (C) #6,,sample,5198,96024,96.024,-11.162,34.222,6/29/17,,109
56,2,HN-94-6B (C) #6,,sample,5198,96214,96.214,-11.156,34.192,6/29/17,,109
56,3,HN-94-6B (C) #6,,sample,5198,95968,95.968,-11.152,34.195,6/29/17,,109
56,4,HN-94-6B (C) #6,,sample,5198,96000,96,-11.194,34.193,6/29/17,,109
56,5,HN-94-6B (C) #6,,sample,5198,5768,5.768,-11.117,26.202,6/29/17,,109
56,6,HN-94-6B (C) #6,,sample,5198,27633,27.633,-11.524,22.47,6/29/17,,109
56,7,HN-94-6B (C) #6,,sample,5198,26760,26.76,-11.507,22.507,6/29/17,,109
56,8,HN-94-6B (C) #6,,sample,5198,25770,25.77,-11.516,22.533,6/29/17,,109
56,9,HN-94-6B (C) #6,,sample,5198,24747,24.747,-11.613,22.37,6/29/17,,109
56,10,HN-94-6B (C) #6,,sample,5198,23766,23.766,-11.643,22.349,6/29/17,,109
56,11,HN-94-6B (C) #6,,sample,5198,22831,22.831,-11.617,22.385,6/29/17,,109
56,12,HN-94-6B (C) #6,,sample,5198,21930,21.93,-11.604,22.323,6/29/17,,109
56,13,HN-94-6B (C) #6,,sample,5198,21073,21.073,-11.562,22.369,6/29/17,,109
56,14,HN-94-6B (C) #6,,sample,5198,20250,20.25,-11.534,22.285,6/29/17,,109
56,15,HN-94-6B (C) #6,,sample,5198,19453,19.453,-11.478,22.263,6/29/17,,109
57,1,HN-94-6B (C) #7,,sample,5199,95640,95.64,-11.138,34.197,6/29/17,,107
57,2,HN-94-6B (C) #7,,sample,5199,95937,95.937,-11.156,34.192,6/29/17,,107
57,3,HN-94-6B (C) #7,,sample,5199,96013,96.013,-11.171,34.161,6/29/17,,107
57,4,HN-94-6B (C) #7,,sample,5199,96023,96.023,-11.195,34.157,6/29/17,,107
57,5,HN-94-6B (C) #7,,sample,5199,7087,7.087,-11.423,30.067,6/29/17,,107
57,6,HN-94-6B (C) #7,,sample,5199,32092,32.092,-12.006,22.21,6/29/17,,107
57,7,HN-94-6B (C) #7,,sample,5199,31070,31.07,-12.055,22.203,6/29/17,,107
57,8,HN-94-6B (C) #7,,sample,5199,29821,29.821,-12.001,22.272,6/29/17,,107
57,9,HN-94-6B (C) #7,,sample,5199,28649,28.649,-12.138,21.972,6/29/17,,107
57,10,HN-94-6B (C) #7,,sample,5199,27604,27.604,-12.139,21.956,6/29/17,,107
57,11,HN-94-6B (C) #7,,sample,5199,26502,26.502,-12.069,21.952,6/29/17,,107
57,12,HN-94-6B (C) #7,,sample,5199,25490,25.49,-12.147,21.965,6/29/17,,107
57,13,HN-94-6B (C) #7,,sample,5199,24471,24.471,-12.139,21.967,6/29/17,,107
57,14,HN-94-6B (C) #7,,sample,5199,23523,23.523,-12.104,21.895,6/29/17,,107
57,15,HN-94-6B (C) #7,,sample,5199,22603,22.603,-12.108,21.896,6/29/17,,107
58,1,HIS,,drift.std,5200,95808,95.808,-11.135,34.188,6/29/17,,94
58,2,HIS,,drift.std,5200,95891,95.891,-11.156,34.192,6/29/17,,94
58,3,HIS,,drift.std,5200,96058,96.058,-11.177,34.18,6/29/17,,94
58,4,HIS,,drift.std,5200,96072,96.072,-11.181,34.193,6/29/17,,94
58,5,HIS,,drift.std,5200,4936,4.936,-4.336,23.454,6/29/17,,94
58,6,HIS,,drift.std,5200,23347,23.347,-4.607,21.482,6/29/17,,94
58,7,HIS,,drift.std,5200,22583,22.583,-4.624,21.492,6/29/17,,94
58,8,HIS,,drift.std,5200,21737,21.737,-4.583,21.48,6/29/17,,94
58,9,HIS,,drift.std,5200,20927,20.927,-4.535,21.486,6/29/17,,94
58,10,HIS,,drift.std,5200,20169,20.169,-4.516,21.417,6/29/17,,94
58,11,HIS,,drift.std,5200,19380,19.38,-4.565,21.434,6/29/17,,94
58,12,HIS,,drift.std,5200,18636,18.636,-4.574,21.413,6/29/17,,94
58,13,HIS,,drift.std,5200,17904,17.904,-4.562,21.453,6/29/17,,94
58,14,HIS,,drift.std,5200,17221,17.221,-4.595,21.369,6/29/17,,94
